0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.08941481184561334,0.08595422869845643,0.08876307447497156,0.0870920334508472,0.09278064639903244,0.10041289398020764,0.10124243901927099,0.10909984989238358,0.10402742025049705,0.1024394383010565,0.10706131727883084,0.11119753968862478,0.10863764705592366,0.10997678790166893,0.1117900451831656,0.11069970809440932,0.09960698940619594,0.10996502368920247,0.11784607502736671,0.1172890115570503,0.10027060302942287,0.0992633250153504,0.11133971859929087,0.11442104594455288,0.1188771428933158,0.11363833367511794,0.1154439348818348,0.11313945637312761,0.12215588492777685,0.11938797114130373
0.08595422869845643,0.08876307447497156,0.0870920334508472,0.09278064639903244,0.10041289398020764,0.10124243901927099,0.10909984989238358,0.10402742025049705,0.1024394383010565,0.10706131727883084,0.11119753968862478,0.10863764705592366,0.10997678790166893,0.1117900451831656,0.11069970809440932,0.09960698940619594,0.10996502368920247,0.11784607502736671,0.1172890115570503,0.10027060302942287,0.0992633250153504,0.11133971859929087,0.11442104594455288,0.1188771428933158,0.11363833367511794,0.1154439348818348,0.11313945637312761,0.12215588492777685,0.11938797114130373,0.11948298116198525
0.08876307447497156,0.0870920334508472,0.09278064639903244,0.10041289398020764,0.10124243901927099,0.10909984989238358,0.10402742025049705,0.1024394383010565,0.10706131727883084,0.11119753968862478,0.10863764705592366,0.10997678790166893,0.1117900451831656,0.11069970809440932,0.09960698940619594,0.10996502368920247,0.11784607502736671,0.1172890115570503,0.10027060302942287,0.0992633250153504,0.11133971859929087,0.11442104594455288,0.1188771428933158,0.11363833367511794,0.1154439348818348,0.11313945637312761,0.12215588492777685,0.11938797114130373,0.11948298116198525,0.11241478088519385
0.0870920334508472,0.09278064639903244,0.10041289398020764,0.10124243901927099,0.10909984989238358,0.10402742025049705,0.1024394383010565,0.10706131727883084,0.11119753968862478,0.10863764705592366,0.10997678790166893,0.1117900451831656,0.11069970809440932,0.09960698940619594,0.10996502368920247,0.11784607502736671,0.1172890115570503,0.10027060302942287,0.0992633250153504,0.11133971859929087,0.11442104594455288,0.1188771428933158,0.11363833367511794,0.1154439348818348,0.11313945637312761,0.12215588492777685,0.11938797114130373,0.11948298116198525,0.11241478088519385,0.11790299140768062
0.09278064639903244,0.10041289398020764,0.10124243901927099,0.10909984989238358,0.10402742025049705,0.1024394383010565,0.10706131727883084,0.11119753968862478,0.10863764705592366,0.10997678790166893,0.1117900451831656,0.11069970809440932,0.09960698940619594,0.10996502368920247,0.11784607502736671,0.1172890115570503,0.10027060302942287,0.0992633250153504,0.11133971859929087,0.11442104594455288,0.1188771428933158,0.11363833367511794,0.1154439348818348,0.11313945637312761,0.12215588492777685,0.11938797114130373,0.11948298116198525,0.11241478088519385,0.11790299140768062,0.11395902984162415
0.10041289398020764,0.10124243901927099,0.10909984989238358,0.10402742025049705,0.1024394383010565,0.10706131727883084,0.11119753968862478,0.10863764705592366,0.10997678790166893,0.1117900451831656,0.11069970809440932,0.09960698940619594,0.10996502368920247,0.11784607502736671,0.1172890115570503,0.10027060302942287,0.0992633250153504,0.11133971859929087,0.11442104594455288,0.1188771428933158,0.11363833367511794,0.1154439348818348,0.11313945637312761,0.12215588492777685,0.11938797114130373,0.11948298116198525,0.11241478088519385,0.11790299140768062,0.11395902984162415,0.10534646856828372
0.10124243901927099,0.10909984989238358,0.10402742025049705,0.1024394383010565,0.10706131727883084,0.11119753968862478,0.10863764705592366,0.10997678790166893,0.1117900451831656,0.11069970809440932,0.09960698940619594,0.10996502368920247,0.11784607502736671,0.1172890115570503,0.10027060302942287,0.0992633250153504,0.11133971859929087,0.11442104594455288,0.1188771428933158,0.11363833367511794,0.1154439348818348,0.11313945637312761,0.12215588492777685,0.11938797114130373,0.11948298116198525,0.11241478088519385,0.11790299140768062,0.11395902984162415,0.10534646856828372,0.08768177528912602
0.10909984989238358,0.10402742025049705,0.1024394383010565,0.10706131727883084,0.11119753968862478,0.10863764705592366,0.10997678790166893,0.1117900451831656,0.11069970809440932,0.09960698940619594,0.10996502368920247,0.11784607502736671,0.1172890115570503,0.10027060302942287,0.0992633250153504,0.11133971859929087,0.11442104594455288,0.1188771428933158,0.11363833367511794,0.1154439348818348,0.11313945637312761,0.12215588492777685,0.11938797114130373,0.11948298116198525,0.11241478088519385,0.11790299140768062,0.11395902984162415,0.10534646856828372,0.08768177528912602,0.07568358570805789
0.10402742025049705,0.1024394383010565,0.10706131727883084,0.11119753968862478,0.10863764705592366,0.10997678790166893,0.1117900451831656,0.11069970809440932,0.09960698940619594,0.10996502368920247,0.11784607502736671,0.1172890115570503,0.10027060302942287,0.0992633250153504,0.11133971859929087,0.11442104594455288,0.1188771428933158,0.11363833367511794,0.1154439348818348,0.11313945637312761,0.12215588492777685,0.11938797114130373,0.11948298116198525,0.11241478088519385,0.11790299140768062,0.11395902984162415,0.10534646856828372,0.08768177528912602,0.07568358570805789,0.08111252700773741
0.1024394383010565,0.10706131727883084,0.11119753968862478,0.10863764705592366,0.10997678790166893,0.1117900451831656,0.11069970809440932,0.09960698940619594,0.10996502368920247,0.11784607502736671,0.1172890115570503,0.10027060302942287,0.0992633250153504,0.11133971859929087,0.11442104594455288,0.1188771428933158,0.11363833367511794,0.1154439348818348,0.11313945637312761,0.12215588492777685,0.11938797114130373,0.11948298116198525,0.11241478088519385,0.11790299140768062,0.11395902984162415,0.10534646856828372,0.08768177528912602,0.07568358570805789,0.08111252700773741,0.05838720564586586
